x1,x2,y
1.478711078,-0.937080682,3
-1.561320983,0.475170258,1
1.193355585,-0.783785576,3
0.570142201,-1.086643102,3
1.017004579,-0.915550386,3
-1.205582403,-1.10062348,0
-1.741070823,-1.26323601,0
1.085501756,1.014508516,2
0.915807939,-0.57055525,3
-0.834384627,1.500076219,1
0.512994826,0.775759469,2
0.72084747,1.201552809,2
-1.292764531,0.929183961,1
0.745730655,-1.373991871,3
1.060591631,0.536670232,2
-0.825254437,-1.548960092,0
-0.909581842,-1.558478511,0
0.857866467,-0.727581563,3
1.03361261,-1.487796733,3
-0.666765043,0.841524093,1
-1.454299494,-1.378386214,0
-1.500045281,-1.250274144,0
-0.936357835,0.863899022,1
-1.260545191,1.028454804,1
-1.50579656,1.308721066,1
-1.021363702,-0.879695914,0
0.861881455,-1.700626393,3
0.894847073,0.98592822,2
1.070211931,0.600918995,2
-1.02174538,1.26074138,1
1.00884725,-1.317073973,3
-1.458428781,1.15563277,1
-0.800396611,-0.330708782,0
1.060320947,-1.067742123,3
0.607083138,-1.681145581,3
1.006468454,1.145549031,2
0.611997669,0.977748751,2
0.450015628,-0.281567408,3
1.176711313,-1.590678061,3
-1.551084641,0.777151224,1
0.440393335,0.124738877,2
-1.163337774,-0.637704165,0
-0.755502994,-0.673868157,0
1.114231837,-1.05264346,3
0.526442223,1.247908059,2
0.747243994,-1.838946323,3
1.001684489,-1.193829504,3
1.181034547,-1.495526388,3
-1.011934406,-1.524462475,0
-1.183416171,1.207531621,1
0.629386582,-1.152894644,3
1.012435619,-0.810786857,3
-1.166467752,1.07382773,1
0.930564155,0.726121012,2
1.372073211,-0.863825262,3
1.052276318,0.674317395,2
-0.611624577,1.041567758,1
1.02386513,-0.595845,3
0.917024676,0.990578598,2
-1.508667518,-0.999542015,0
-0.840091741,1.307396009,1
1.028297912,0.902470461,2
-1.688694727,-0.935620964,0
-1.036327987,0.634473894,1
0.876512782,1.368416324,2
0.519397757,0.648827503,2
-0.943955975,1.180736722,1
-1.308016998,-0.934882828,0
-1.321304002,0.74125252,1
0.941665892,-0.413573659,3
0.904868194,1.008547155,2
-0.80041116,0.879764212,1
0.962035869,1.187517428,2
-1.540240967,0.572230486,1
-1.309228745,-1.247793604,0
1.589012347,-0.324535103,3
-0.637133359,0.843245791,1
1.039068083,1.155396408,2
-0.980997344,-0.766552898,0
-1.282541744,0.876825067,1
-0.964976421,-1.434407146,0
0.875778956,1.274627872,2
-1.19829858,-0.701962445,0
1.389636762,-1.343467072,3
-1.412478013,1.032209427,1
-0.560712037,-0.767964257,0
-1.074618867,-1.007631381,0
0.625892362,-0.651167017,3
1.033883146,1.600789725,2
1.139191782,0.660564655,2
0.798513391,-1.356533473,3
1.136307182,0.825564654,2
1.562901476,-1.103403159,3
-0.205203592,0.90114895,1
-0.970705794,0.497919482,1
0.948764318,-0.390743535,3
-0.828736493,1.214221465,1
0.428599738,0.678448391,2
-1.038577726,1.141873712,1
1.124121886,-0.824461923,3
-0.6427825,-1.065165417,0
-0.457461816,0.558234567,1
1.23884367,1.699854801,2
1.138459809,-0.845190361,3
-1.025505163,0.833172903,1
1.24273896,-0.959530256,3
0.763545106,-1.095245179,3
-1.36274909,1.369225117,1
-1.11487772,0.656990377,1
-1.149586777,-1.412033098,0
-0.504361885,1.08285541,1
0.890010251,0.678582905,2
0.771992538,1.259454274,2
1.07306941,0.769076321,2
0.507146284,0.924508618,2
0.887182441,-1.323005668,3
-0.518405766,-1.083103369,0
-1.246449827,0.939382984,1
-0.572787412,0.754171756,1
0.829412741,0.938033935,2
1.518992213,-1.003940017,3
1.243442342,0.947382106,2
-0.719654142,0.725993232,1
-1.495239133,1.510873041,1
1.008186472,0.581622773,2
1.05683248,0.568118572,2
0.458174067,0.678256053,2
1.154350149,0.944699553,2
-0.968360451,1.069250235,1
-1.102356119,1.32738926,1
1.131233492,0.780251902,2
1.648312142,-1.250076078,3
0.481544035,0.954503394,2
0.957813206,-0.556121904,3
1.036844221,0.823321004,2
0.830883984,-1.070367163,3
0.966003722,-1.08506696,3
1.06108369,-1.136360195,3
0.646363375,1.023347405,2
1.223796121,1.005821068,2
-1.415190035,-1.521915437,0
1.129403627,-1.547982036,3
1.173776749,1.581077297,2
1.138674252,0.905947887,2
-1.357164312,1.127220387,1
1.177207646,1.159235359,2
0.767515265,0.835089075,2
0.930887791,-1.080976861,3
0.778142353,0.91184149,2
-0.187805406,0.478856252,1
1.520097126,-1.113442749,3
-1.16298072,1.017721906,1
1.094456754,1.072930783,2
-0.91642034,0.807101555,1
1.144895162,-0.792494305,3
-0.920605363,0.670053251,1
-1.499699395,-1.402333387,0
-0.115444442,-0.906750097,0
-1.134283604,0.694995462,1
-1.165228817,-1.308300248,0
0.959074851,-1.397683268,3
1.324477971,-0.999736918,3
1.890959217,0.743450788,2
-1.465960984,0.941297181,1
-0.886794345,-0.677229564,0
1.081171266,1.390798571,2
0.922824052,-0.834621869,3
0.544397077,-1.099001195,3
1.144155135,0.563501619,2
-1.913505161,1.56478156,1
-0.723577353,1.561866449,1
-1.010358699,0.611719085,1
0.776981869,-0.984731656,3
0.84053415,-1.058261177,3
1.143574796,-1.371114707,3
-1.076176448,-1.83389908,0
0.992494093,1.029690242,2
0.677836248,1.095001545,2
-1.002246933,0.838756043,1
-1.193912542,1.579281344,1
0.904057129,-0.568254151,3
1.422707659,1.350656841,2
1.021146203,-0.865085004,3
0.855144447,0.421998963,2
0.60296412,1.177053887,2
-0.830589097,1.009510959,1
0.883657459,-0.629949082,3
1.5952083,-0.726253921,3
0.917838147,-1.405424901,3
-1.429196018,0.555905075,1
1.458719678,1.136686406,2
0.57301542,-1.022650046,3
0.561183052,-1.49102945,3
0.732513453,-1.074933505,3
-0.553375503,-1.445961094,0
0.877072349,-1.134319686,3
0.979741449,1.066368517,2
1.02618463,-1.183488636,3
-0.516640597,0.728624649,1
0.668476764,0.731741739,2
-0.419851305,0.893035259,1
1.382141983,-1.720708872,3
1.096263659,-1.111201533,3
-0.926224767,1.737473872,1
-0.38082407,0.874676049,1
1.167366889,-1.043167292,3
-0.502391224,0.873223824,1
0.789119965,0.798338696,2
-1.405530586,1.612234785,1
-0.951723597,-0.312789414,0
1.424176466,-0.878987338,3
-0.755637811,0.618672305,1
-1.169113675,0.928611311,1
-1.242713645,0.893713241,1
-0.989092429,1.171018347,1
-0.860239593,0.994229225,1
-0.365302938,-1.582775822,0
-0.995342913,-0.425110918,0
0.78486208,-1.174469186,3
0.979698263,-1.209233265,3
1.569172981,0.887657298,2
-1.457768408,1.20981359,1
1.26577308,-1.33541357,3
1.3087053,-1.578114657,3
0.853374711,0.779193428,2
-0.415348785,-0.738644587,0
1.210037358,1.120670769,2
1.312288457,-0.968170533,3
-1.121768373,-0.908607492,0
-1.364259399,-1.213599436,0
1.130988909,-1.462888524,3
1.393380273,1.336899286,2
1.166352624,1.004194753,2
-1.122660066,0.440251152,1
0.962588515,1.012217213,2
-0.50801244,-0.593645724,0
0.843375908,-1.191061491,3
1.202213536,0.65674651,2
0.730673339,-1.283214746,3
0.84866083,-1.783938499,3
1.630543192,-0.572221484,3
1.030811291,-0.853002256,3
-0.823009436,1.142395036,1
-0.760475784,-0.598279863,0
0.538988719,-0.577370975,3
-0.95578335,1.3296519,1
-1.273813513,1.229699973,1
-0.966836836,0.35345308,1
-1.053445222,1.388409195,1
0.876844687,-0.663428121,3
0.656345524,0.781919229,2
0.805405935,1.042767824,2
0.928862692,0.779155096,2
-1.62313008,0.433478232,1
0.540757403,1.062926889,2
1.132407747,0.911129187,2
-0.945973522,-1.422500234,0
-0.935118199,0.879806084,1
0.962895146,-1.521813519,3
-0.981218285,1.153256255,1
1.394556089,-0.695424588,3
-1.188093892,1.239552703,1
-1.311398642,1.073528238,1
1.219006974,1.267946047,2
1.159647198,-0.596335307,3
-1.28736021,0.992192451,1
1.488161446,1.460705873,2
1.271288621,1.294359841,2
0.785827401,-0.753662701,3
-1.102822567,0.664674109,1
1.347439394,-1.1892492,3
0.899044214,1.408287954,2
1.24785559,-1.51022956,3
-0.832146626,-1.046267494,0
-1.308259187,1.034888086,1
0.760062752,-1.421344139,3
0.9570925,-0.860712882,3
1.68686792,1.237750261,2
-1.480860628,0.952669176,1
0.482196515,-1.087774771,3
-0.811320924,0.314186909,1
0.975227838,-1.219289703,3
-0.708072232,0.919784459,1
0.501240565,-0.496089229,3
-1.00512445,1.071801812,1
1.032467742,-1.064257426,3
-0.499278191,1.34428079,1
-1.685962971,-0.878037189,0
0.346125529,0.871795265,2
-1.333760841,-0.966935576,0
1.030909485,-0.980392399,3
-1.365469635,0.836780887,1
-1.250545975,1.313500696,1
0.347767614,0.945348081,2
1.095423619,-1.252665971,3
-1.030323488,1.273908836,1
1.118698676,-0.285859982,3
0.642854233,-0.661673065,3
0.839850639,-1.337085351,3
1.351986554,-1.059156075,3
0.840111658,-1.001031892,3
-0.897868882,1.600630235,1
-0.395489225,1.72429379,1
1.291557232,1.085533269,2
1.431784787,-0.58533999,3
-0.744164334,1.095217307,1
1.144828714,-1.072670707,3
1.352414873,0.818027141,2
-0.793294041,-0.97839301,0
1.184991136,0.978376523,2
-0.741171807,-0.695580866,0
0.920234077,-0.396532601,3
-1.300430232,1.422427799,1
1.15305229,-0.738743246,3
1.217275573,-0.554011462,3
-0.866392704,-0.779880677,0
0.466140021,-0.831231219,3
-0.249900126,0.450064742,1
-0.934285878,-1.051705221,0
-1.351186864,-1.263100759,0
-1.687447126,1.293055023,1
1.43344847,0.639666988,2
-0.913045728,1.298271826,1
1.149725017,0.468373616,2
0.920216008,-1.24163046,3
0.764754514,-1.644800582,3
0.833465209,0.940396536,2
1.204249436,1.119168458,2
0.496293862,-1.350170961,3
0.955096035,1.501798873,2
-1.211791353,1.03980966,1
-1.044714326,1.29613312,1
1.235539066,-0.980310109,3
1.002587218,1.339022631,2
-1.194546991,1.093453707,1
0.879435274,-0.398199229,3
-1.317336286,1.103448926,1
0.710801757,-1.36719029,3
1.178171529,1.186681316,2
-1.274412091,-1.134133066,0
1.204073245,-1.03758632,3
1.22179475,-0.884907278,3
0.916715865,1.347666781,2
1.408115935,-0.854149897,3
1.396698332,-1.522457897,3
1.056429064,0.612696498,2
1.085234131,0.160457464,2
-0.846491725,0.405175232,1
1.266647658,-0.402394948,3
0.765351003,-1.170807941,3
0.777123317,-0.777470725,3
-1.019832873,0.59614445,1
-1.368485669,0.692594908,1
-1.256524371,0.979183496,1
0.982675209,-1.440276596,3
1.056477681,-0.847136167,3
1.10388062,-1.020370779,3
-1.010628271,0.799556488,1
-1.575582399,0.885958633,1
-0.699552944,0.852616705,1
-0.8378774,1.108631016,1
0.341936423,0.769702472,2
0.613186498,0.930602607,2
-1.24475255,0.666430219,1
0.900739579,-0.832408086,3
0.81520197,1.252843445,2
-0.825422784,1.562131646,1
1.014277593,1.701084365,2
0.902796011,-0.958493265,3
0.834168648,1.029140886,2
-1.07935566,0.513739706,1
1.560259567,0.757956558,2
-1.483590829,1.299747203,1
-0.796062433,0.67129077,1
0.333208736,-1.081281051,3
1.459171114,-0.478331975,3
-1.350936357,1.290726942,1
1.07042005,-0.834455096,3
-1.126371644,-1.127012625,0
1.081230516,0.855983861,2
-0.726700289,0.656082893,1
-0.591034262,0.650015976,1
1.275061009,-1.688390728,3
1.313565544,-1.304544124,3
0.85338173,1.31489427,2
-1.068443544,0.979355848,1
1.070913505,-0.944386418,3
-0.554866904,0.936934483,1
1.043681609,-0.096031408,3
1.163782099,-0.76934224,3
-0.846859306,1.25819184,1
0.864337132,1.358406172,2
1.180731287,-1.199764195,3
-0.878678196,0.862342164,1
-0.690557255,1.165095463,1
-0.961161966,-0.87909775,0
-1.33718891,1.180181209,1
-0.852193334,1.010745837,1
-0.816344328,1.20586432,1
1.14375875,-0.780839635,3
-0.868070225,0.863325933,1
-0.789519107,1.052183167,1
1.464353875,1.353906757,2
0.462608426,-0.856181472,3
0.984814315,-1.136934841,3
0.89990414,1.263788211,2
0.881331653,-1.036908886,3
0.4171217,0.612812095,2
-0.906069728,1.464360087,1
-1.03483573,1.085112281,1
1.548691762,-0.954329101,3
0.665904552,0.898336469,2
0.899829614,-1.070531564,3
-1.170102156,0.827456333,1
-0.636942953,1.193943831,1
1.037106549,1.431078661,2
-1.097760706,0.607815502,1
-1.401218446,1.567422545,1
-0.537077697,0.92130176,1
1.038471588,1.044046602,2
-0.794889734,0.976647975,1
-0.458401896,0.786144542,1
-1.083845601,1.021250793,1
-1.145148595,-1.329382336,0
1.128081987,-1.018683275,3
1.18328402,-1.226185772,3
-1.379196693,1.00217882,1
1.452282476,-1.391401074,3
-1.69291652,-0.853034143,0
0.686709468,-1.78678386,3
1.600547367,0.847996975,2
0.771300524,1.348328048,2
0.320915172,1.195736086,2
-0.58329575,-0.912036971,0
1.335113573,1.22560101,2
-1.65053645,1.421546925,1
-1.541463606,1.116285512,1
-0.601385857,0.747783965,1
0.762937594,-1.006260579,3
-0.712269302,-1.981738643,0
1.200170656,-0.803343655,3
1.030125377,-1.24939555,3
-1.433287256,0.872609431,1
-1.269287924,1.401721421,1
-0.979631458,1.105469751,1
0.678490587,-1.092534344,3
-0.740227054,-0.985951712,0
-0.419619083,0.719579079,1
1.244708484,0.742752946,2
1.288151709,1.463605838,2
1.116254321,0.696284341,2
1.481627422,-1.574221838,3
-1.053479946,0.642104886,1
0.793004969,-1.126508282,3
1.272117811,0.996433974,2
-0.884651521,-1.281577689,0
1.504372945,0.972988809,2
-0.727771357,-1.176156374,0
1.102511409,0.970702577,2
1.047575306,-0.896541764,3
-0.997020645,1.260647763,1
0.824356426,-1.312596698,3
-1.549869539,0.757987573,1
-1.414285986,1.121575257,1
1.384682618,-0.842008487,3
0.790680519,0.96062284,2
-0.965068878,0.521430189,1
-0.453955804,-0.859506742,0
-1.135885132,1.137433219,1
-0.697357842,0.714942408,1
1.453623668,1.418720067,2
0.642627117,-1.367180081,3
0.910305201,1.258740884,2
1.309274904,1.301567896,2
1.092567645,0.996438692,2
0.603888812,-1.165669409,3
-0.943852984,1.267396554,1
0.241512758,1.320168938,2
-0.97087322,-0.896315786,0
1.089058257,-1.121869961,3
0.761792007,-0.867782709,3
-1.119440926,-1.007421597,0
-1.064441667,0.880797202,1
-0.620234571,-1.127545606,0
1.175708056,-1.395681873,3
1.335474149,-1.17969308,3
0.582893482,-1.114357989,3
1.437311575,1.43393994,2
0.800159045,-1.274218971,3
0.930771276,1.077877038,2
-0.87428549,-0.709407974,0
-0.520736154,1.472404258,1
0.660922709,-1.54331562,3
-0.97650557,1.555970493,1
1.154560465,-1.528552425,3
0.950657366,0.69273269,2
1.270365298,-1.261761631,3
0.673540279,-1.622325572,3
-0.444707773,1.066869107,1
1.488981556,-0.855559317,3
0.960568317,-0.7185753,3
-1.180146766,0.997143869,1
0.284520215,-0.722731462,3
0.969046365,-1.518302775,3
1.251814355,-1.410571487,3
-1.299480687,0.805428394,1
-0.742556168,1.4377074,1
-1.386168952,1.078719517,1
1.087472668,-1.01721343,3
-0.677176567,0.365509179,1
-0.848743111,-1.143845066,0
1.290425106,1.348370364,2
0.732564442,-0.913721936,3
-1.327414009,-0.968249815,0
-1.196816084,-0.732750817,0
1.08882149,-1.590784684,3
0.489960998,-1.35599663,3
0.983828893,1.116055554,2
-1.181996936,0.507489376,1
1.119058495,-0.69338807,3
1.234048899,-0.765132234,3
1.533058471,-0.805198874,3
-1.401233314,-1.180181644,0
-1.248336988,-0.521374291,0
0.788262168,-1.230939827,3
-0.892687102,0.391912473,1
1.646170339,1.058475949,2
1.206476647,1.06709825,2
0.845302924,0.868050752,2
-0.93905053,0.995246728,1
1.05666471,1.084660153,2
-0.679456565,0.971307156,1
-0.647992541,-1.015965946,0
-1.178815064,-1.610590013,0
1.287704964,0.611071832,2
-0.885166097,1.315003953,1
1.098123707,1.543790032,2
1.036429926,-0.661436914,3
1.614366494,-0.438032698,3
1.235823402,-1.202136347,3
-1.083174024,-0.995487876,0
1.245728926,0.665732071,2
1.354545182,0.968203056,2
-0.925170648,-1.384568035,0
0.562496546,-1.578822384,3
-0.584984018,1.091902429,1
0.672727844,-1.27309559,3
0.828499375,-1.287942629,3
1.549394763,1.24103794,2
0.318905645,1.115655029,2
0.998569522,-0.599226059,3
1.121766035,0.50403874,2
1.025045932,-0.812952733,3
0.789947087,1.091914259,2
1.017950837,-1.187428234,3
-1.446613151,1.019044136,1
1.140057801,-1.077811172,3
0.89363287,1.187734549,2
0.666521894,1.018178725,2
0.915240044,1.200294758,2
1.160670373,-0.912121172,3
-0.663736633,1.017417683,1
-0.730412984,0.891637219,1
0.979449328,-0.742341458,3
1.065372086,0.641941311,2
-1.169045564,-1.23180934,0
0.693873941,-1.587920952,3
0.877541164,-0.872901742,3
0.526633699,-0.798315417,3
0.265978657,1.370643913,2
0.906108304,-0.962968937,3
-0.406404467,-1.167493669,0
-1.057648497,0.949515962,1
1.001529844,-1.212517503,3
1.153464801,-0.857864399,3
0.76931831,-0.441420793,3
-0.945290064,1.057804027,1
-0.973247962,-0.03629733,1
-0.696980352,-0.74666847,0
-1.495709243,1.119273602,1
-1.626222119,1.342979846,1
1.172327331,-0.769073688,3
1.085876183,-1.369462355,3
0.807231031,-1.448650957,3
1.384854687,1.595106903,2
0.761324543,-0.920495245,3
1.126499513,-0.653746959,3
-1.438696851,1.046643486,1
1.208400506,1.086764075,2
0.928487616,1.071131999,2
0.985655878,-1.34437701,3
-0.485681979,0.745141295,1
-1.02823769,1.200941761,1
-0.680912893,1.068157234,1
-0.865008759,0.629342553,1
1.137201497,1.017815103,2
0.830400895,1.239082328,2
0.71333549,-0.862284562,3
1.282772388,-1.293863655,3
0.436724739,0.808232884,2
1.202554742,-1.17386402,3
1.286676659,-0.368578945,3
0.808870434,1.059731253,2
1.293651078,-1.008328047,3
-0.924231557,0.7375598,1
0.611378049,0.796448484,2
0.893556419,1.498245064,2
0.697970964,0.515135811,2
0.797115459,-0.994167729,3
1.332300479,-1.085283255,3
0.879013039,-0.729959921,3
-1.328946053,-0.515355161,0
1.463232787,-1.203140292,3
-0.761962484,-0.753550847,0
0.635774705,1.113986043,2
0.963792977,-0.573479318,3
0.852386851,-1.017730217,3
-1.270444628,1.182999968,1
1.270809104,0.853959896,2
1.204178744,0.682390623,2
1.023464028,1.237795032,2
1.853858905,-1.264957426,3
0.928164339,-1.472248454,3
0.945363103,1.234587302,2
0.725616139,-0.933396173,3
1.473325886,-0.362979988,3
1.005149674,-0.980974841,3
-0.93179141,1.185774191,1
1.222880807,-0.512038408,3
1.191897557,-0.575743501,3
-1.112467544,1.351490426,1
-1.187369385,0.37035694,1
1.552395773,1.441214428,2
1.222854051,-0.865860807,3
-1.466005152,0.062411619,0
-0.863449917,1.140113408,1
0.841252441,-1.205289989,3
-0.678700256,1.275273493,1
1.222203045,1.463312095,2
-1.043269628,0.688724053,1
1.008538284,-0.728234181,3
1.258098812,-0.939127543,3
1.472927071,-0.916000699,3
1.077416041,-0.757125995,3
1.649940988,-0.727845133,3
1.459806855,1.029353774,2
1.3633166,-0.746092901,3
-1.329177035,1.26109884,1
-1.147046397,-1.50407947,0
1.478932269,-1.088265464,3
1.061614558,-0.674711442,3
0.968171315,-1.345709133,3
0.726426126,1.113963729,2
-0.514413773,0.975475242,1
1.172595095,-0.435563596,3
-1.281117355,0.880313265,1
1.018926072,0.732329742,2
-1.077923938,-1.424406422,0
-1.381014447,0.88563223,1
-0.762395118,0.969002053,1
0.873383493,0.69598515,2
1.072348065,0.899090103,2
0.590104443,1.44984218,2
-1.406693486,1.284518984,1
1.266631079,0.417238606,2
0.758109158,-0.654930797,3
1.268909284,-0.57362542,3
0.778727908,0.890157443,2
-0.942571265,-1.148312766,0
1.30426788,-0.850861742,3
0.764687574,0.560348223,2
-0.997469635,-0.88707532,0
-1.156569281,0.888465451,1
0.582077007,-0.921170054,3
1.135146377,-1.313913005,3
-0.688044349,-1.706907384,0
-0.982729615,-0.667594466,0
0.701362295,-0.595853639,3
-1.190180863,-1.349761486,0
1.112500025,0.191568086,2
-0.627428302,1.285829048,1
1.405865998,-1.355195911,3
0.723076712,-0.807526836,3
0.94433266,-1.058526587,3
1.169023195,-0.559904865,3
0.92210367,-0.872879729,3
-1.214832947,1.143152421,1
1.019315027,-1.436795086,3
-0.659038303,0.585311548,1
1.118895861,1.784193098,2
0.639389597,-1.654925695,3
0.733355652,-0.985984894,3
-1.205896919,-0.669182276,0
-1.338926213,0.835410477,1
0.371091662,-0.615798348,3
0.488547988,-0.667544889,3
-1.208511717,0.899865263,1
-0.792165812,1.444868598,1
-1.250707608,-0.867370142,0
0.8415418,0.296118753,2
0.694564837,0.179348837,2
0.785732941,-0.865506944,3
-0.100448371,-1.034591198,3
1.244274721,0.915005998,2
-1.183867095,-0.682831209,0
1.184099711,-0.84088291,3
1.283778512,0.601899622,2
0.884118942,1.520807496,2
1.151501616,1.032005039,2
0.951442838,1.212331767,2
0.483486864,-0.875179753,3
0.536482655,-0.794930663,3
-1.509345254,-1.1017618,0
-1.217357328,-1.624717282,0
1.448647906,-1.287619159,3
1.220173784,1.24663125,2
-0.807872139,0.22526947,1
-0.810023764,1.254142255,1
1.038674161,0.99596074,2
-0.416129043,1.12718622,1
-0.888653018,1.102893571,1
-1.225166586,-0.885904439,0
-1.366367714,0.677991846,1
-0.810065149,0.533970718,1
-0.956445663,0.850533103,1
1.099385808,-0.771855755,3
-1.336470407,-1.217407854,0
0.812347137,-0.889186548,3
0.924272146,-0.336198212,3
-1.145990718,0.722675025,1
1.11055504,0.962738588,2
1.360745737,0.661236147,2
-0.967987801,-0.873114533,0
1.001155986,0.728830254,2
1.118090153,-0.796241062,3
0.932871976,1.16873799,2
-0.773249968,0.867253985,1
1.139515879,0.635663752,2
0.575976134,-0.773302355,3
1.578804999,1.213145404,2
-1.261483097,-0.688743244,0
0.64086748,0.864611757,2
1.369890237,-0.846775891,3
1.053930269,-0.985137913,3
1.206851448,1.019044988,2
-0.650910562,-0.936814771,0
1.069101424,-0.696892133,3
1.009556925,0.582607656,2
0.594610303,-1.184098137,3
0.181297957,0.589708232,2
-0.788255816,0.720645009,1
-1.186462132,0.639066841,1
1.519790583,1.025013741,2
0.792285684,1.406411242,2
1.057939431,-1.316249888,3
1.214127746,0.617356057,2
1.018921598,1.408874437,2
-1.398278656,1.304375985,1
1.775434339,-1.295743635,3
0.57975833,1.666560655,2
1.253676137,0.725671759,2
-1.054358299,1.125413547,1
-1.172544242,0.509598434,1
-1.545783129,1.037566737,1
